brand,product,prop_deep_shades,shade_description,shade_hex,shade_lightness,shade_placement
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Cappuccino 900,#904D28,0.36078431372549,1
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Warm Beige 700,#CA917B,0.637254901960784,2
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Sand Beige 600,#D4977B,0.656862745098039,3
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Beige 500,#CE9782,0.658823529411765,4
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Neutral 400,#CF9D82,0.66078431372549,5
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Naked 300,#CEA48B,0.676470588235294,6
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Buff 200,#E7B692,0.73921568627451,7
Almay,Clear Complexion Make Myself Clear Makeup,0.125,Ivory 100  selected,#EAC0A0,0.772549019607843,8
Almay,Skin Perfecting Healthy Biome Makeup,0,150 Tan,#D49D62,0.607843137254902,1
Almay,Skin Perfecting Healthy Biome Makeup,0,130 Medium,#C79F82,0.645098039215686,2
Almay,Skin Perfecting Healthy Biome Makeup,0,140 Golden,#D7A173,0.647058823529412,3
Almay,Skin Perfecting Healthy Biome Makeup,0,110 Light,#D8B07C,0.666666666666667,4
Almay,Skin Perfecting Healthy Biome Makeup,0,120 Beige,#D9A881,0.67843137254902,5
Almay,Skin Perfecting Healthy Biome Makeup,0,100 Fair  selected,#DFB691,0.72156862745098,6
Almay,Smart Shade Skintone Matching Makeup,0,Make Mine Dark 600,#BA8565,0.562745098039216,1
Almay,Smart Shade Skintone Matching Makeup,0,Deep Like Me 500,#C79270,0.609803921568628,2
Almay,Smart Shade Skintone Matching Makeup,0,Medium,#D2A28C,0.686274509803922,3
Almay,Smart Shade Skintone Matching Makeup,0,Medium Meets Deep 400  selected,#DDA785,0.694117647058824,4
Almay,Smart Shade Skintone Matching Makeup,0,Light/Medium,#F5CCB9,0.843137254901961,5
Almay,Smart Shade Skintone Matching Makeup,0,Light,#EFE1D2,0.880392156862745,6
AMOREPACIFIC,Color Control Cushion Compact Broad Spectrum SPF 50+,0,208 Medium Yellow amber tan with peachy/ warm undertones,#D19B79,0.647058823529412,1
AMOREPACIFIC,Color Control Cushion Compact Broad Spectrum SPF 50+,0,204 Light/Medium Yellow light to medium skin with golden undertones,#D5A988,0.684313725490196,2
AMOREPACIFIC,Color Control Cushion Compact Broad Spectrum SPF 50+,0,106 Medium Pink tan beige with neutral to peachy undertones,#D8AA8E,0.701960784313725,3
AMOREPACIFIC,Color Control Cushion Compact Broad Spectrum SPF 50+,0,104 Light/Medium Pink light beige for neutral to cool skintones - Selected,#DDB498,0.731372549019608,4
AMOREPACIFIC,Color Control Cushion Compact Broad Spectrum SPF 50+,0,102 Light Pink ivory for neutral to cool skintones,#E3BEAC,0.782352941176471,5
Anastasia Beverly Hills,Luminous Foundation,0.5,590C (very deep skin with a cool undertone),#3E2822,0.188235294117647,1
Anastasia Beverly Hills,Luminous Foundation,0.5,580W (very deep skin with a warm red undertone),#422922,0.196078431372549,2
Anastasia Beverly Hills,Luminous Foundation,0.5,570N (deep skin with a neutral red undertone),#452A21,0.2,3
Anastasia Beverly Hills,Luminous Foundation,0.5,520W (deep skin with a red olive undertone),#4F2E1E,0.213725490196078,4
Anastasia Beverly Hills,Luminous Foundation,0.5,560W (deep skin with a warm beige undertone),#4A2D23,0.213725490196078,5
Anastasia Beverly Hills,Luminous Foundation,0.5,550W (deep skin with a neutral undertone),#4E2F22,0.219607843137255,6
Anastasia Beverly Hills,Luminous Foundation,0.5,510W (deep skin with a warm undertone),#533020,0.225490196078431,7
Anastasia Beverly Hills,Luminous Foundation,0.5,540W (deep skin with a warm red undertone),#552E21,0.231372549019608,8
Anastasia Beverly Hills,Luminous Foundation,0.5,530N (deep skin with a neutral pink undertone),#5E331F,0.245098039215686,9
Anastasia Beverly Hills,Luminous Foundation,0.5,500C (deep skin with a cool pink undertone),#613920,0.252941176470588,10
Anastasia Beverly Hills,Luminous Foundation,0.5,490W (tan skin with a red undertone),#673C1F,0.262745098039216,11
Anastasia Beverly Hills,Luminous Foundation,0.5,480C (tan skin with an olive undertone),#683F21,0.268627450980392,12
Anastasia Beverly Hills,Luminous Foundation,0.5,470C (tan skin with a cool deep golden undertone),#6D4120,0.276470588235294,13
Anastasia Beverly Hills,Luminous Foundation,0.5,450C (tan skin with a deep golden undertone),#724C28,0.301960784313725,14
Anastasia Beverly Hills,Luminous Foundation,0.5,440C (tan skin with a cool golden undertone),#7A4F2B,0.323529411764706,15
Anastasia Beverly Hills,Luminous Foundation,0.5,420C (tan skin with a cool undertone),#7F5430,0.343137254901961,16
Anastasia Beverly Hills,Luminous Foundation,0.5,410C (tan skin with a golden undertone),#86562B,0.347058823529412,17
Anastasia Beverly Hills,Luminous Foundation,0.5,430W (tan skin with a warm undertone),#8B562E,0.362745098039216,18
Anastasia Beverly Hills,Luminous Foundation,0.5,400N (tan skin with a neutral peach undertone),#8E5A31,0.374509803921569,19
Anastasia Beverly Hills,Luminous Foundation,0.5,370W (medium to tan skin with a warm undertone),#936038,0.398039215686274,20
Anastasia Beverly Hills,Luminous Foundation,0.5,365C (medium to tan skin with a cool olive undertone),#9B6B43,0.435294117647059,21
Anastasia Beverly Hills,Luminous Foundation,0.5,360C (medium skin with a deep golden undertone),#A16E46,0.452941176470588,22
Anastasia Beverly Hills,Luminous Foundation,0.5,340C (medium skin with a cool peach undertone),#986F50,0.454901960784314,23
Anastasia Beverly Hills,Luminous Foundation,0.5,355N (medium skin with a neutral golden undertone)  selected,#A06F4A,0.458823529411765,24
Anastasia Beverly Hills,Luminous Foundation,0.5,350C (medium skin with a golden undertone),#A17153,0.47843137254902,25
Anastasia Beverly Hills,Luminous Foundation,0.5,345C (medium skin with a cool golden peach undertone),#AF7E57,0.513725490196078,26
Anastasia Beverly Hills,Luminous Foundation,0.5,335W (medium skin with a warm peach undertone),#B2815C,0.529411764705882,27
Anastasia Beverly Hills,Luminous Foundation,0.5,330W (medium skin with a warm yellow undertone),#B4845F,0.53921568627451,28
Anastasia Beverly Hills,Luminous Foundation,0.5,332C (medium skin with a cool golden undertone),#BA915E,0.549019607843137,29
Anastasia Beverly Hills,Luminous Foundation,0.5,320N (medium skin with a neutral pink undertone),#B88C6A,0.568627450980392,30
Anastasia Beverly Hills,Luminous Foundation,0.5,315N (medium skin with a neutral beige undertone),#B99371,0.584313725490196,31
Anastasia Beverly Hills,Luminous Foundation,0.5,310C (medium skin with a cool olive undertone),#CB9F6D,0.611764705882353,32
Anastasia Beverly Hills,Luminous Foundation,0.5,290C (light to medium skin with a warm golden undertone),#D2AA72,0.635294117647059,33
Anastasia Beverly Hills,Luminous Foundation,0.5,300C (light to medium skin with a cool golden undertone),#D1AA79,0.647058823529412,34
Anastasia Beverly Hills,Luminous Foundation,0.5,270C (light to medium skin with a cool golden undertone),#D4AF7D,0.66078431372549,35
Anastasia Beverly Hills,Luminous Foundation,0.5,305N (medium skin with a neutral olive undertone),#D4AB80,0.666666666666667,36
Anastasia Beverly Hills,Luminous Foundation,0.5,260N (light skin with a neutral undertone),#D9AD7E,0.672549019607843,37
Anastasia Beverly Hills,Luminous Foundation,0.5,230N (light skin with a pink undertone),#D5AC87,0.682352941176471,38
Anastasia Beverly Hills,Luminous Foundation,0.5,250C (light skin with a cool golden undertone),#D5B187,0.682352941176471,39
Anastasia Beverly Hills,Luminous Foundation,0.5,240N (light skin with a neutral warm undertone),#DCB087,0.696078431372549,40
Anastasia Beverly Hills,Luminous Foundation,0.5,220N (light skin with a neutral peach undertone),#D5B596,0.711764705882353,41
Anastasia Beverly Hills,Luminous Foundation,0.5,130N (very fair skin with a neutral pink undertone),#D5C1AA,0.750980392156863,42
Anastasia Beverly Hills,Luminous Foundation,0.5,140N (fair skin with a neutral peach undertone),#DBC2A9,0.76078431372549,43
Anastasia Beverly Hills,Luminous Foundation,0.5,160C (fair skin with a cool golden undertone),#DEC5A7,0.762745098039216,44
Anastasia Beverly Hills,Luminous Foundation,0.5,200W (light skin with a warm undertone),#EDCAA1,0.780392156862745,45
Anastasia Beverly Hills,Luminous Foundation,0.5,210N (light skin with a neutral golden undertone),#E8C9AA,0.788235294117647,46
Anastasia Beverly Hills,Luminous Foundation,0.5,150W (fair skin with a warm beige undertone),#EFCDA8,0.798039215686275,47
Anastasia Beverly Hills,Luminous Foundation,0.5,120W (very fair skin with a warm undertone),#EFD0AE,0.809803921568627,48
Anastasia Beverly Hills,Luminous Foundation,0.5,110C (very fair skin with a cool undertone),#F0E7DB,0.9,49
Anastasia Beverly Hills,Luminous Foundation,0.5,100N (very fair skin with a neutral undertone),#F1E7DB,0.901960784313726,50
Anastasia Beverly Hills,Stick Foundation,0.25,Mink contour toasted almond,#7E5D53,0.409803921568627,1
Anastasia Beverly Hills,Stick Foundation,0.25,Shadow contour caramel latte,#9E7564,0.505882352941176,2
Anastasia Beverly Hills,Stick Foundation,0.25,Fawn contour cafe latte,#9D7568,0.511764705882353,3
Anastasia Beverly Hills,Stick Foundation,0.25,Banana highlight pale yellow - Selected,#DDAE8F,0.713725490196078,4
Antonym,Certified Organic Baked Foundation,0,Dark - Selected,#D39C7B,0.654901960784314,1
Antonym,Skin Esteem Organic Liquid Foundation,0,Dark,#B0867B,0.586274509803922,1
Antonym,Skin Esteem Organic Liquid Foundation,0,Tan,#CBA28F,0.67843137254902,2
Antonym,Skin Esteem Organic Liquid Foundation,0,Nude,#CDB0A0,0.715686274509804,3
Antonym,Skin Esteem Organic Liquid Foundation,0,Beige Medium,#D5B1A1,0.733333333333333,4
Antonym,Skin Esteem Organic Liquid Foundation,0,Beige Medium Light - Selected,#E4BFB1,0.794117647058823,5
Antonym,Skin Esteem Organic Liquid Foundation,0,Beige Light,#EBC5B0,0.805882352941176,6
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,0,5 Warm Glow for tan skin with cool undertones,#C47E6F,0.601960784313725,1
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,0,2 Light Glow for light skin with cool undertones,#C88C7B,0.633333333333333,2
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,0,3 Fair Glow for light skin with neutral to warm undertones - Selected,#D0907E,0.654901960784314,3
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,0,4 Medium Glow for medium skin with cool to neutral undertones,#D78C78,0.656862745098039,4
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,0,1 Nude Glow for fair skin with all undertones,#CC9484,0.658823529411765,5
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,0,7 for tan skin with cool undertones,#D0A274,0.635294117647059,1
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,0,5.5 for medium skin with neutral undertones,#DCA771,0.652941176470588,2
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,0,5 for medium skin with neutral undertones,#DAAB76,0.658823529411765,3
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,0,4 for light skin with warm undertones - Selected,#E3B07B,0.686274509803922,4
Armani Beauty,Designer Lift Smoothing Firming Full Coverage Foundation with SPF 20,0,2 for fair skin with neutral to cool undertones,#E4B98F,0.727450980392157,5
Armani Beauty,Luminous Silk Compact Powder Foundation,0,9 deep skin with warm undertone,#C38D73,0.607843137254902,1
Armani Beauty,Luminous Silk Compact Powder Foundation,0,7  tan skin with neutral undertone,#D3A990,0.696078431372549,2
Armani Beauty,Luminous Silk Compact Powder Foundation,0,5.5 medium skin with neutral undertone - Selected,#D3AA95,0.705882352941177,3
Armani Beauty,Luminous Silk Compact Powder Foundation,0,6.5 tan skin with warm undertone,#D8AA90,0.705882352941177,4
Armani Beauty,Luminous Silk Compact Powder Foundation,0,4.5 light to medium skin with neutral undertone,#DAB59D,0.735294117647059,5
Armani Beauty,Luminous Silk Compact Powder Foundation,0,5 medium skin with peachy undertone,#D9B19F,0.737254901960784,6
Armani Beauty,Luminous Silk Compact Powder Foundation,0,4 light to medium skin with golden undertone,#E4C4A9,0.77843137254902,7
Armani Beauty,Luminous Silk Compact Powder Foundation,0,2  all fair skin tones,#E7C8B1,0.8,8
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"15 very deep, neutral",#714232,0.319607843137255,1
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"13.5 very deep, golden",#9B603F,0.427450980392157,2
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"11.5 deep, peach",#9A6642,0.431372549019608,3
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"14 very deep, olive",#956247,0.431372549019608,4
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"13 deep, neutral",#9C6B43,0.437254901960784,5
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"11.75 deep, pink",#A16C43,0.447058823529412,6
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"13.25 very deep, pink",#A87041,0.456862745098039,7
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"12 deep, red",#AC7149,0.480392156862745,8
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"10 deep, golden",#AE7148,0.482352941176471,9
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"11 deep, olive",#AC7C4F,0.492156862745098,10
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"7.5 tan, peach",#C89665,0.590196078431373,11
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"8.5 tan to deep, peach",#C99365,0.592156862745098,12
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"9 tan to deep, olive",#C19370,0.598039215686274,13
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"7.8 tan, olive - Selected",#C89B6D,0.605882352941176,14
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"6.5 medium to tan, neutral",#C69971,0.609803921568628,15
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"8.75 tan to deep, golden",#CF9D6B,0.615686274509804,16
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"6 medium, olive",#C3A079,0.619607843137255,17
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"8 tan, neutral",#C89D7A,0.631372549019608,18
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"8.25 tan, pink",#CD9E76,0.633333333333333,19
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5 light, neutral",#C9A07F,0.643137254901961,20
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5 light, neutral",#C9A07F,0.643137254901961,21
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"7.75 tan, golden",#D5A576,0.649019607843137,22
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"7.5 tan,peach",#D1A57B,0.650980392156863,23
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.75 light to medium, golden",#CEA180,0.654901960784314,24
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.75 light to medium, golden",#CEA180,0.654901960784314,25
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"4.75 light, pink",#D3A07D,0.658823529411765,26
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.5 medium, golden",#CD9E83,0.658823529411765,27
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.5 medium, peach",#CD9E83,0.658823529411765,28
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.25 medium, pink",#CFA385,0.666666666666667,29
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.25 medium, pink",#CFA385,0.666666666666667,30
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"6.25 medium to tan, golden",#D9A67D,0.670588235294118,31
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"6 medium, olive",#D5AD81,0.670588235294118,32
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"7 medium to tan, peach",#D3AA8E,0.692156862745098,33
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.8 medium, peach",#E2B381,0.696078431372549,34
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"4.5 light to medium, neutral",#D7B08E,0.7,35
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"4.5 light to medium, neutral",#D7B08E,0.7,36
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"3.5 light to medium, olive",#D2AF94,0.701960784313725,37
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"3.5 light to medium, olive",#D2AF94,0.701960784313725,38
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"2 fair, peach",#D2B39A,0.713725490196078,39
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.1 light to medium, pink",#DCB391,0.715686274509804,40
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.9 light to medium, golden",#DCB291,0.715686274509804,41
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"6.5 medium to tan, neutral",#DBB493,0.717647058823529,42
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"4 light, golden",#DBB394,0.719607843137255,43
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"5.2 light to medium, peach",#E2B68F,0.723529411764706,44
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"3.75 very fair, pink",#DCB098,0.729411764705882,45
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"3.75 very fair, pink",#DCB098,0.729411764705882,46
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"3 very fair, golden",#DCB79B,0.735294117647059,47
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"3 very fair, golden",#DCB79B,0.735294117647059,48
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"4 light, golden",#DFC19F,0.749019607843137,49
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"3.8 fair, golden",#E3C09C,0.750980392156863,50
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"1.5 fair, neutral",#E4C19E,0.756862745098039,51
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"2 fair, peach",#E2C1A6,0.768627450980392,52
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"4.25 light, peach",#E6C0A6,0.776470588235294,53
Armani Beauty,Luminous Silk Perfect Glow Flawless Oil-Free Foundation,0.18518518518518517,"4.75 light, pink",#E5C2A8,0.77843137254902,54
Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,0,9 tan to deep skin golden undertone,#D3A170,0.633333333333333,1
Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,0,2 fair skin with warm undertone  - Selected,#D8B28D,0.7,2
Armani Beauty,Maestro Fusion Makeup SPF 15 Liquid Foundation,0,3 fair skin with neutral undertone,#E8C39E,0.764705882352941,3
Armani Beauty,Neo Nude Foundation,0.08333333333333333,17 very deep with a neutral undertone,#744432,0.325490196078431,1
Armani Beauty,Neo Nude Foundation,0.08333333333333333,16 very deep with a olive undertone,#764E38,0.341176470588235,2
Armani Beauty,Neo Nude Foundation,0.08333333333333333,13 deep with a neutral undertone,#AD7452,0.5,3
Armani Beauty,Neo Nude Foundation,0.08333333333333333,10 deep with a golden undertone,#C8894E,0.545098039215686,4
Armani Beauty,Neo Nude Foundation,0.08333333333333333,8.5 tan to deep with a peach undertone,#C5946F,0.60392156862745106,5
Armani Beauty,Neo Nude Foundation,0.08333333333333333,11.5 deep with a peach undertone,#CD976C,0.613725490196078,6
Armani Beauty,Neo Nude Foundation,0.08333333333333333,8.75 tan to deep with a golden undertone,#D19A6A,0.617647058823529,7
Armani Beauty,Neo Nude Foundation,0.08333333333333333,9 tan to deep with a olive undertone,#D19B70,0.629411764705882,8
Armani Beauty,Neo Nude Foundation,0.08333333333333333,8 tan with a neutral undertone,#CCA077,0.633333333333333,9
Armani Beauty,Neo Nude Foundation,0.08333333333333333,6.5 medium to tan with a neutral undertone,#D29D74,0.63921568627451,10
Armani Beauty,Neo Nude Foundation,0.08333333333333333,7 medium with a peach undertone,#DDA776,0.664705882352941,11
Armani Beauty,Neo Nude Foundation,0.08333333333333333,3.5 light to medium with a olive undertone,#D9B185,0.686274509803922,12
Armani Beauty,Neo Nude Foundation,0.08333333333333333,6 medium with a  olive undertone,#D6B38F,0.7,13
Armani Beauty,Neo Nude Foundation,0.08333333333333333,4.25 light to medium with a golden undertone - Selected,#E3AF84,0.703921568627451,14
Armani Beauty,Neo Nude Foundation,0.08333333333333333,4.5 light to medium with a peach undertone,#DDAD8B,0.705882352941177,15
Armani Beauty,Neo Nude Foundation,0.08333333333333333,5.5 medium with a peach undertone,#EFB084,0.727450980392157,16
Armani Beauty,Neo Nude Foundation,0.08333333333333333,3 very fair with a golden undertone,#EBC6A0,0.774509803921569,17
Armani Beauty,Neo Nude Foundation,0.08333333333333333,5.25 medium with a pink undertone,#E3C2A8,0.774509803921569,18
Armani Beauty,Neo Nude Foundation,0.08333333333333333,5 light with a neutral undertone,#EBC3A1,0.776470588235294,19
Armani Beauty,Neo Nude Foundation,0.08333333333333333,4 light with a golden undertone,#E9C3A4,0.77843137254902,20
Armani Beauty,Neo Nude Foundation,0.08333333333333333,2 fair with a peach undertone,#ECC5A8,0.792156862745098,21
Armani Beauty,Neo Nude Foundation,0.08333333333333333,2.5 fair with a neutral undertone,#EFC6A6,0.794117647058823,22
Armani Beauty,Neo Nude Foundation,0.08333333333333333,1.5 fair with a golden undertone,#F3CFB0,0.82156862745098,23
Armani Beauty,Neo Nude Foundation,0.08333333333333333,0- Neutral White- Artistry Mixer  artistry white with a neutral undertone,#F0E8E1,0.911764705882353,24
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,15 very deep with a neutral undertone,#7E5046,0.384313725490196,1
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,13.5 very deep with a red undertone,#9D5E52,0.468627450980392,2
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,13 very deep with a pink undertone,#A1755C,0.496078431372549,3
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,12 deep with a golden undertone,#B07350,0.501960784313725,4
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,11 deep with a olive undertone,#B27754,0.513725490196078,5
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,11.75 deep with a pink undertone,#B2715E,0.533333333333333,6
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,9 tan with a pink undertone,#B98B6F,0.580392156862745,7
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,10 deep with a neutral undertone,#C38B70,0.601960784313725,8
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,8  tan with a neutral undertone,#C89475,0.62156862745098,9
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,7.5  mediun to tan with a pink undertone,#C79A77,0.623529411764706,10
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,8.75 tan to deep with a golden undertone,#CD9075,0.631372549019608,11
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,5.5  medium with a peach undertone,#C69781,0.641176470588235,12
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,7  medium to tan,#CC957B,0.641176470588235,13
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,7.25  tan with a golden undertone,#D49A74,0.643137254901961,14
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,4  light to medium with an olive undertone,#D29A7D,0.656862745098039,15
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,6.5  medium to tan with a olive undertone,#CFA083,0.662745098039216,16
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,7.75  tan with a peach undertone,#DA9878,0.662745098039216,17
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,6.25  medium to tan with a golden undertone,#D79B7D,0.666666666666667,18
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,3.5  light to medium with a neutral undertone,#D0A386,0.670588235294118,19
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,4.5  light to medium with a golden undertone,#D5A783,0.674509803921569,20
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,5  light to medium with a peach undertone,#D29F86,0.674509803921569,21
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,6  medium to tan with a neutral undertone,#CFA591,0.690196078431373,22
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,2  fair with a olive undertone,#D1AE92,0.696078431372549,23
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,5.75  medium with a golden undertone - Selected,#E4A382,0.701960784313725,24
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,3  fair with a peach undertone,#D7AC94,0.711764705882353,25
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,5.25  medium with a pink undertone,#DAA292,0.713725490196078,26
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,4.75  light with a pink undertone,#E4AD96,0.741176470588235,27
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,4.25  light with a peach undertone,#EBB194,0.750980392156863,28
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,1  very fair with a neutral undertone,#E3B39E,0.754901960784314,29
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,0.1,3.25  fair with  golden undertone,#ECB795,0.754901960784314,30
Au Naturale,Creme Starter Kit,0.4,Deep,#593B32,0.272549019607843,1
Au Naturale,Creme Starter Kit,0.4,Tan,#976046,0.433333333333333,2
Au Naturale,Creme Starter Kit,0.4,Medium,#C29679,0.617647058823529,3
Au Naturale,Creme Starter Kit,0.4,Fair  selected,#D5A587,0.682352941176471,4
Au Naturale,Creme Starter Kit,0.4,Light,#DDC2AD,0.772549019607843,5
